name,tags
Amazing Cultivation Simulator,"Simulation,RPG,Strategy,Sandbox,Martial Arts,Mythology,Indie,Survival,Colony Sim,Open World,Singleplayer,Base Building,Management,Early Access,2D,Fantasy,Anime,Building,Sexual Content,Psychological Horror,+"
Peace Data,"Indie,Action,Adventure,Roguelite,Top-Down Shooter,Bullet Hell,Twin Stick Shooter,Shooter,Pixel Graphics,Shoot 'Em Up,Difficult,Roguelike,Loot,Funny,Action-Adventure,+"
Obscure,"Horror,Survival Horror,Local Co-Op,Action,Adventure,Co-op,Third Person,Classic,Atmospheric,Survival,Singleplayer,Gore,Great Soundtrack,Zombies,Multiplayer,Female Protagonist,Co-op Campaign,Cult Classic,Online Co-Op,+"
Higgs Boson: Challenging Puzzle,"Casual,Minimalist,Puzzle,Abstract,Logic,Relaxing,Point & Click,Experimental,Clicker,Touch-Friendly,Mouse only,Colorful,Programming,Short,Science,+"
Bad Cat,"Exploration,Puzzle,Casual,Cute,Adventure,Dark Comedy,Dark Humor,Family Friendly,Stealth,Cats,Cartoon,Comedy,Funny,Idler,Point & Click,Comic Book,2.5D,Indie,Singleplayer,2D Fighter,+"
Goetia,"Indie,Adventure,Point & Click,Puzzle,Female Protagonist,Gothic,Horror,Mystery,Atmospheric,2D,Supernatural,Story Rich,Singleplayer,Difficult,+"
Tiny Island,"God Game,VR,Atmospheric,Relaxing,Emotional,Physics,Cute,Sandbox,Simulation,Casual,3D,Exploration,Choose Your Own Adventure,Minimalist,Stylized,Life Sim,Narration,Adventure,Management,Singleplayer,+"
Panzer Dragoon: Remake,"Action,Adventure,Casual,On-Rails Shooter,Dragons,Remake,Classic,Singleplayer,Fantasy,Great Soundtrack,+"
Nightmare Zapping,"Visual Novel,Pixel Graphics,Horror,Story Rich,2D,Dark,Anime,Retro,Psychological Horror,Violent,Atmospheric,Mystery,Choose Your Own Adventure,Point & Click,Investigation,Linear,Adventure,Dark Humor,Indie,Singleplayer,+"
Mayan Death Robots,"2D,Turn-Based,Strategy,Multiplayer,Action,Local Multiplayer,Robots,Indie,Controller,+"
Cannibal Abduction,"Horror,Mystery,Retro,1980s,Adventure,Survival Horror,Singleplayer,Gore,Indie,Violent,+"
Dungeons of Dredmor,"Traditional Roguelike,Roguelike,Turn-Based,RPG,Dungeon Crawler,Indie,Comedy,Perma Death,Replay Value,Singleplayer,Fantasy,Funny,Casual,Crafting,Procedural Generation,Moddable,2D,Top-Down,Difficult,Roguelite,+"
LIT: Bend the Light,"Casual,Indie,Puzzle,Simulation,Physics,Atmospheric,Difficult,2D,Building,Education,Great Soundtrack,Steampunk,Singleplayer,Addictive,Science,Logic,Relaxing,+"
Nancy Drew®: The Captive Curse,"Adventure,Point & Click,Puzzle,Story Rich,Funny,Mouse only,Great Soundtrack,Classic,Detective,Drama,Cult Classic,1990's,Based On A Novel,Atmospheric,Exploration,2.5D,Casual,Family Friendly,Retro,2D,+"
Predynastic Egypt,"Indie,Singleplayer,Strategy,Survival,Simulation,Atmospheric,Story Rich,Building,Difficult,2D,Turn-Based,Historical,Turn-Based Strategy,Management,City Builder,Family Friendly,Resource Management,4X,Education,Linear,+"
King Arthur II: The Role-Playing Wargame,"Strategy,RPG,RTS,Fantasy,Singleplayer,+"
Skyland: Heart of the Mountain,"Adventure,Casual,Hidden Object,Female Protagonist,Steampunk,Fantasy,Atmospheric,Futuristic,Mystery,Puzzle,2D,Hand-drawn,Point & Click,Story Rich,Colorful,Steam Machine,Investigation,Mouse only,+"
Defend Earth: Xenos Survivors,"Action Roguelike,Bullet Hell,Sci-fi,3D,Roguelite,Action,Indie,Top-Down Shooter,Survival,Controller,Casual,RPG,Aliens,Futuristic,Roguelike,Combat,Military,Singleplayer,Dystopian,Adventure,+"
Yu-Gi-Oh! Duel Links,"Free to Play,Card Game,Anime,Strategy,Multiplayer,Trading Card Game,Singleplayer,Turn-Based,Competitive,Casual,RPG,Memes,Online Co-Op,Great Soundtrack,Action,Adventure,Simulation,Massively Multiplayer,Psychological Horror,MMORPG,+"
Hero of the Kingdom III,"Adventure,RPG,Casual,Indie,Point & Click,Fantasy,Story Rich,Singleplayer,Isometric,Medieval,Hidden Object,Strategy,Clicker,Colorful,Resource Management,+"
Barro 22,"Indie,Racing,Sports,Multiplayer,PvP,Arcade,Driving,Automobile Sim,Immersive Sim,Simulation,Time Attack,Local Multiplayer,Singleplayer,Split Screen,Casual,4 Player Local,Sequel,Third Person,3D,Action,+"
The World of Pirates,"Strategy,Action,Casual,Simulation,Singleplayer,Combat,Naval,Naval Combat,Open World,Physics,Indie,Pirates,Realistic,Sailing,+"
Murder Is Game Over: Streaming Death,"Exploration,Side Scroller,Hidden Object,Interactive Fiction,Visual Novel,Point & Click,Walking Simulator,2D,Detective,Horror,Choices Matter,Controller,Linear,Story Rich,Historical,Cartoony,Pixel Graphics,Dog,Logic,Atmospheric,+"
Black Jack Story,"Indie,Casual,Adventure,Card Game,Gambling,Great Soundtrack,Atmospheric,+"
Swarm Survivor,"Action,Shooter,Roguelite,Top-Down Shooter,Survival Horror,Shoot 'Em Up,Post-apocalyptic,Zombies,Dark,Supernatural,3D,Adventure,RPG,Realistic,Top-Down,Atmospheric,Demons,Stealth,Combat,Controller,+"
Kukoro: Stream chat games,"Casual,Experimental,Arcade,Collectathon,2D,Minimalist,Pixel Graphics,Dystopian,Comedy,Multiplayer,Massively Multiplayer,Early Access,Indie,Online Co-Op,Minigames,Werewolves,Memes,PvP,Team-Based,Co-op,+"
Fireboy & Watergirl: Fairy Tales,"Action,Adventure,Platformer,Puzzle,2D Platformer,Puzzle Platformer,2D,Cute,Fantasy,Magic,Nature,Female Protagonist,Local Co-Op,Physics,Co-op,Singleplayer,+"
Lovelorn sanatoriumⅠ,"Nudity,Sexual Content,Interactive Fiction,NSFW,Adventure,Mature,RPG,Simulation,Funny,2D,Story Rich,Comic Book,Singleplayer,Anime,Romance,LGBTQ+,Hentai,Casual,FPS,Puzzle,+"
Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,"Visual Novel,Anime,Mystery,Story Rich,Adventure,Psychological,Atmospheric,Dark,Great Soundtrack,Singleplayer,Cute,Cult Classic,Classic,Indie,2D,+"
qop 4,"Minimalist,Casual,Indie,Puzzle,2D,Relaxing,Singleplayer,Difficult,Short,PvE,+"
Helldorado,"Strategy,Western,Action,Stealth,Singleplayer,Tactical,Isometric,+"
Paint it Back,"Puzzle,Casual,Indie,Singleplayer,Logic,+"
The Hermit Chronicles,"Adventure,Simulation,Survival,Sandbox,Exploration,Hunting,Crafting,Action-Adventure,Inventory Management,Choose Your Own Adventure,Dark,3D,First-Person,Realistic,Nature,Archery,Tactical,Survival Horror,Walking Simulator,Life Sim,+"
Higurashi When They Cry Hou - Ch.2 Watanagashi,"Visual Novel,Horror,Anime,Psychological Horror,Mystery,Story Rich,Dark,Adventure,Atmospheric,Great Soundtrack,Psychological,Linear,Singleplayer,Cute,Classic,Gore,Indie,2D,Violent,+"
Siege Saga,"Casual,Adventure,Indie,Physics,Sandbox,Destruction,+"
Sun Down Survivors,"Action Roguelike,Magic,Bullet Hell,Pixel Graphics,Base Building,Farming Sim,Action RPG,Roguelite,Singleplayer,Score Attack,Action,Building,RPG,Twin Stick Shooter,Survival,Retro,Agriculture,Controller,Early Access,Crafting,+"
SMASH LEGENDS,"Multiplayer,Free to Play,PvP,MOBA,Fighting,Character Action Game,3D Fighter,Anime,Cute,Action,Casual,Cartoony,Colorful,Fantasy,Online Co-Op,Magic,Sci-fi,Combat,3D,Co-op,+"
Sumoman,"Action,Adventure,Indie,Funny,Puzzle Platformer,Puzzle,Time Manipulation,Parkour,Difficult,Comedy,Ninja,Story Rich,Casual,Singleplayer,Experimental,Family Friendly,Atmospheric,Anime,Platformer,Colorful,+"
Mini Healer,"Party-Based RPG,Loot,Dungeon Crawler,Action RPG,Character Customization,RPG,Pixel Graphics,Action,Inventory Management,Magic,Fantasy,Singleplayer,2D,Early Access,Indie,Casual,+"
Operation: Harsh Doorstop,"Free to Play,FPS,Military,Multiplayer,Action,Realistic,Tactical,Simulation,Strategy,Shooter,War,Casual,Singleplayer,First-Person,Early Access,Indie,World War II,Wargame,Moddable,Cold War,+"
Fantasy Wars,"Strategy,Fantasy,Turn-Based Strategy,Turn-Based,Singleplayer,Hex Grid,Tactical,+"
Silent Station,"Psychological,Multiplayer,PvP,Investigation,Conversation,Diplomacy,Action,Conspiracy,First-Person,Cinematic,Emotional,Team-Based,Relaxing,Sci-fi,Space,Cyberpunk,3D,Cats,Cute,Futuristic,+"
Ultimate Zombie Defense,"Action,Casual,Zombies,Online Co-Op,Gore,Adventure,Strategy,Tower Defense,Co-op,Survival,Shooter,Top-Down Shooter,Violent,Multiplayer,Singleplayer,Top-Down,Team-Based,Survival Horror,Difficult,Great Soundtrack,+"
Street of Secrets,"Hidden Object,Puzzle,Hand-drawn,Creature Collector,Relaxing,Minimalist,Point & Click,Casual,Colorful,Cute,Exploration,Singleplayer,Family Friendly,Atmospheric,Stylized,Adventure,Lovecraftian,Collectathon,Indie,+"
Space Hulk: Deathwing Enhanced Edition,"Action,Warhammer 40K,Co-op,FPS,Shooter,Adventure,Online Co-Op,Multiplayer,First-Person,Violent,Atmospheric,Sci-fi,Gore,Singleplayer,Horror,Games Workshop,Mature,Space,Aliens,+"
Goobies,"Action Roguelike,Bullet Hell,Top-Down Shooter,Roguelite,3D,Casual,Vampire,Action,Singleplayer,RPG,Arcade,Action RPG,Retro,Score Attack,Dark Fantasy,Shoot 'Em Up,Shooter,Choices Matter,Stylized,Magic,+"
Zup! 2,"Puzzle,Casual,Indie,Fast-Paced,2D,Physics,Short,Relaxing,Minimalist,Puzzle Platformer,Point & Click,Singleplayer,Cute,Action,Free to Play,Adventure,Trading Card Game,Horror,Open World,Great Soundtrack,+"
World War I,"Strategy,World War I,RTS,Historical,Isometric,+"
XIII Century – Gold Edition,"Strategy,Medieval,RTS,+"
Alien Shooter 2: Reloaded,"Aliens,Looter Shooter,Shoot 'Em Up,PvE,Shooter,Action RPG,Character Customization,RPG,3D,Isometric,Horror,Alternate History,Action,Realistic,Sci-fi,Atmospheric,Loot,Survival,Singleplayer,Gore,+"
Bonk'd Audio Visualizer,"Music-Based Procedural Generation,Casual,Relaxing,Modern,Colorful,Software,Audio Production,Utilities,Video Production,Idler,3D,Abstract,Cinematic,Minimalist,Psychedelic,Atmospheric,Cyberpunk,Emotional,Family Friendly,Futuristic,+"
I'm on Observation Duty 4,"Psychological Horror,Horror,Psychological,Mystery,Puzzle,Strategy,Sokoban,Investigation,Atmospheric,3D,Hidden Object,Surreal,Lovecraftian,Casual,Logic,Dark,Survival Horror,Tabletop,Supernatural,Nonlinear,+"
Farm Manager 2021,"Simulation,Strategy,Management,Indie,Agriculture,Building,Resource Management,Economy,City Builder,Multiplayer,Relaxing,Great Soundtrack,Singleplayer,Farming Sim,Family Friendly,Inventory Management,Realistic,Casual,Sandbox,Farming,+"
Alien Shooter - Last Hope,"Arena Shooter,Action,RPG,Shoot 'Em Up,Shooter,PvE,Gore,Action RPG,Arcade,Isometric,Third Person,Aliens,Indie,Sci-fi,Singleplayer,+"
The Guild Gold Edition,"Strategy,Simulation,Medieval,Economy,Management,Trading,Classic,+"
Star Wolves 3: Civil War,"RPG,Strategy,Space,Sci-fi,Tactical,+"
X2: The Threat,"Space,Strategy,Simulation,Sci-fi,Singleplayer,Space Sim,Economy,Open World,Sandbox,Trading,Action,Flight,Exploration,+"
Super Crane Bug,"Match 3,Casual,Arcade,Nature,Retro,Puzzle,Cute,Pixel Graphics,Management,Indie,2D,Singleplayer,8-bit Music,+"
Picklock,"Indie,Simulation,Strategy,Adventure,Stealth,Heist,Crime,Singleplayer,Casual,Puzzle,Exploration,+"
Upload Simulator,"Idler,Clicker,Software,Simulation,Sci-fi,Management,2D,Futuristic,Relaxing,Singleplayer,Point & Click,Indie,Resource Management,+"
Suicide Guy VR,"Puzzle Platformer,Comedy,First-Person,Adventure,Puzzle,Physics,Action-Adventure,Action,3D Platformer,Science,Dark Humor,Story Rich,Atmospheric,Level Editor,FPS,Sci-fi,Funny,Platformer,Co-op,VR,+"
Witch It,"Multiplayer,Funny,Casual,Action,Indie,Hidden Object,Online Co-Op,Survival,Stealth,Co-op,Fantasy,Early Access,First-Person,Team-Based,Family Friendly,Strategy,PvP,Open World,Atmospheric,Magic,+"
Sakura Swim Club,"Nudity,Anime,Mature,Sexual Content,Visual Novel,Dating Sim,Indie,Hentai,Singleplayer,Casual,Cute,Story Rich,Romance,Memes,2D,Illuminati,NSFW,Adventure,Female Protagonist,Education,+"
Typefighters (Steam Edition),"Typing,Education,Spelling,Casual,Word Game,Tutorial,Experimental,2D,Text-Based,Abstract,Minimalist,Moddable,Score Attack,Singleplayer,Multiplayer,Indie,Memes,Photo Editing,FPS,Beat 'em up,+"
Sakura Beach,"Nudity,Anime,Visual Novel,Sexual Content,Mature,Simulation,Indie,Dating Sim,Hentai,Romance,Singleplayer,Memes,2D,Casual,Psychological Horror,NSFW,Souls-like,+"
Sakura Beach 2,"Nudity,Anime,Mature,Sexual Content,Visual Novel,Indie,Casual,Dating Sim,Hentai,Singleplayer,+"
Stay Out Of The Farm,"Psychological Horror,Retro,Horror,1980s,Gore,Violent,Action,Survival Horror,Adventure,Simulation,Stealth,First-Person,Thriller,Multiple Endings,Singleplayer,Indie,+"
Sakura Santa,"Anime,Nudity,Visual Novel,Casual,Adventure,Mature,Memes,Sexual Content,Story Rich,Hentai,Singleplayer,Dating Sim,Cute,+"
Sakura Spirit,"Anime,Visual Novel,Nudity,Mature,Dating Sim,Singleplayer,Cute,Sexual Content,Indie,Romance,Fantasy,Hentai,Short,Simulation,Casual,2D,Beautiful,Comedy,Memes,Dog,+"
Sakura Fantasy,"Nudity,Anime,Visual Novel,Mature,Female Protagonist,Sexual Content,Indie,Fantasy,Casual,Cute,Hentai,Singleplayer,LGBTQ+,Romance,Story Rich,+"
Sakura Shrine Girls,"Anime,Nudity,Visual Novel,Indie,Casual,Sexual Content,Mature,Dating Sim,Hentai,Cute,Singleplayer,Violent,+"
Star Survivor,"Early Access,Singleplayer,Action Roguelike,Deckbuilding,Top-Down Shooter,Action,3D,Roguelite,Space,Bullet Hell,Science,Twin Stick Shooter,Shoot 'Em Up,Arcade,Roguelike,Controller,Shooter,Top-Down,PvE,Casual,+"
Froggy's Battle,"Action Roguelike,Roguelite,Skateboarding,Arcade,Indie,2D,Relaxing,Cute,Funny,Action,Controller,Casual,Colorful,Roguelike,Fantasy,Magic,Swordplay,Nature,Combat,Singleplayer,+"
Wulverblade,"Action,Indie,Adventure,Beat 'em up,Local Co-Op,Historical,2D,Side Scroller,Violent,Singleplayer,Controller,Co-op,Difficult,Local Multiplayer,Great Soundtrack,+"
Reigns: Her Majesty,"Indie,Life Sim,Female Protagonist,Choices Matter,Casual,Card Game,Simulation,Strategy,Medieval,Choose Your Own Adventure,Dark Humor,Funny,Dark Comedy,Adventure,Comedy,Singleplayer,+"
Dynopunk,"Crafting,Visual Novel,Management,Dinosaurs,Life Sim,Point & Click,2D,Cyberpunk,Funny,Relaxing,Choices Matter,Multiple Endings,Story Rich,Casual,Simulation,Pixel Graphics,Sci-fi,Atmospheric,Comedy,Adventure,+"
35MM,"FPS,Survival Horror,Walking Simulator,Hidden Object,Shooter,First-Person,Visual Novel,Horror,Psychological Horror,Choices Matter,Multiple Endings,Story Rich,Exploration,Open World,Puzzle,Realistic,Action,Atmospheric,Sci-fi,Post-apocalyptic,+"
Sakura Alien 2,"Visual Novel,Simulation,Anime,Romance,Space,2D,Linear,Singleplayer,+"
House of 1000 Doors: Family Secrets,"Adventure,Indie,Casual,Hidden Object,Singleplayer,Point & Click,Addictive,+"
Sakura Alien,"Simulation,Anime,Visual Novel,Cute,2D,Comedy,Modern,Romance,Space,Funny,Linear,Text-Based,Multiple Endings,Singleplayer,Sexual Content,Nudity,Hentai,+"
Sakura Succubus 6,"Simulation,Visual Novel,Anime,Romance,2D,Conversation,Linear,Sexual Content,Singleplayer,Hentai,Nudity,NSFW,+"
Noch,"Early Access,Atmospheric,Exploration,Post-apocalyptic,Survival Horror,Story Rich,Action,Gothic,Adventure,First-Person,3D,Survival,Puzzle,Sandbox,Dark,Demons,Offroad,Investigation,Thriller,Horror,+"
Sakura Succubus 3,"Simulation,Visual Novel,Dating Sim,Sexual Content,Nudity,Conversation,Anime,Multiple Endings,Text-Based,Singleplayer,Hentai,Mature,NSFW,+"
Sakura Gym Girls,"Visual Novel,Simulation,Anime,Romance,Sports,Linear,Text-Based,Singleplayer,+"
Sakura Forest Girls 2,"Visual Novel,Anime,Simulation,2D,Text-Based,Romance,Funny,Female Protagonist,Linear,Multiple Endings,Singleplayer,Sexual Content,LGBTQ+,+"
Sakura Succubus 5,"Simulation,Anime,Visual Novel,Romance,2D,Conversation,Linear,Multiple Endings,Text-Based,Sexual Content,Nudity,Hentai,+"
Dry Drowning,"Futuristic,Adventure,Visual Novel,Mystery,Sci-fi,Noir,Horror,Investigation,Psychological,Singleplayer,Thriller,Cyberpunk,Interactive Fiction,Puzzle,2D,Detective,Choose Your Own Adventure,Open World,Indie,Choices Matter,+"
Sakura Knight 3,"Visual Novel,Anime,Simulation,Dating Sim,Romance,Cute,Conversation,Linear,Colorful,Fantasy,Comedy,Singleplayer,Sexual Content,LGBTQ+,Hentai,+"
The Backrooms 1998 - Found Footage Survival Horror Game,"Psychological Horror,Survival Horror,Early Access,Gore,Survival,Thriller,Action,Adventure,Simulation,Dark,Escape Room,Realistic,Action-Adventure,Puzzle,Sandbox,Walking Simulator,FPS,Atmospheric,3D,Choose Your Own Adventure,+"
Sakura Succubus,"Simulation,Casual,Sexual Content,Mature,Nudity,Hentai,Anime,Visual Novel,Dating Sim,NSFW,Psychological Horror,Singleplayer,+"
Kontrakt,"Violent,Indie,Action,Adventure,Sexual Content,Nudity,Gore,Blood,Mature,Mystery,Top-Down Shooter,Top-Down,Psychedelic,Story Rich,Shooter,2D,Pixel Graphics,Action-Adventure,Atmospheric,Singleplayer,+"
The Mooseman,"Adventure,Indie,Mythology,Atmospheric,Great Soundtrack,2D,Story Rich,Singleplayer,Puzzle,Short,Casual,+"
Locked Up,"Indie,Violent,Horror,Psychological Horror,First-Person,Atmospheric,Walking Simulator,Demons,Surreal,Thriller,Dark,Singleplayer,Mystery,Drama,Psychological,Story Rich,Great Soundtrack,Exploration,Realistic,Soundtrack,+"
Zniw Adventure,"Adventure,Point & Click,Hand-drawn,Female Protagonist,Cartoon,Cartoony,Cute,Indie,2D,Singleplayer,Retro,Exploration,Education,Casual,Conversation,Narration,Minigames,Funny,Story Rich,Dinosaurs,+"
"Yes, Your Grace","RPG,Medieval,Pixel Graphics,Management,Simulation,Strategy,Resource Management,Interactive Fiction,Singleplayer,Multiple Endings,Choices Matter,Political,Adventure,Fantasy,Point & Click,War,Inventory Management,Historical,Puzzle,Great Soundtrack,+"
Space Pirates and Zombies,"Space,Action,Indie,Sci-fi,Top-Down,Strategy,RPG,Zombies,Singleplayer,Procedural Generation,2D,Open World,Pirates,Exploration,Shooter,Sandbox,Addictive,Adventure,Spaceships,Top-Down Shooter,+"
Zombo Buster Rising,"Action,Indie,2D,Tower Defense,Zombies,Shooter,Shoot 'Em Up,+"
Hylics,"Indie,Surreal,RPG,Abstract,RPGMaker,Psychedelic,Great Soundtrack,Atmospheric,Singleplayer,JRPG,Pixel Graphics,Adventure,+"
Nidhogg,"Local Multiplayer,Indie,Swordplay,Fighting,Action,Multiplayer,2D Fighter,Pixel Graphics,PvP,2D,Party Game,Fast-Paced,Sports,Competitive,Funny,Controller,Local Co-Op,Platformer,Great Soundtrack,GameMaker,+"
東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,"Bullet Hell,Indie,Action,Adventure,Casual,Shoot 'Em Up,Faith,Anime,Difficult,Great Soundtrack,Female Protagonist,Singleplayer,2D,Arcade,+"
Intravenous,"Stealth,Tactical,Difficult,Assassin,Top-Down Shooter,Immersive Sim,Action,Top-Down,Simulation,Pixel Graphics,Indie,2D,Atmospheric,Singleplayer,Combat,Crime,Strategy,Shooter,Violent,Noir,+"
Cats Organized Neatly,"Cats,Puzzle,Wholesome,Cozy,Relaxing,Casual,Cute,Funny,Memes,Cartoony,Hand-drawn,Colorful,Family Friendly,Singleplayer,Atmospheric,Indie,Comedy,2D,Minimalist,Stylized,+"
Tropico 5,"Strategy,City Builder,Simulation,Sandbox,Multiplayer,Economy,Politics,Management,Resource Management,Singleplayer,Comedy,Co-op,RPG,Historical,Great Soundtrack,RTS,Funny,Atmospheric,Open World,Adventure,+"
The Escape: Together,"Early Access,Action,Exploration,Immersive Sim,First-Person,Realistic,Psychedelic,Dark,Demons,Emotional,Horror,Mystery,Psychological Horror,Survival Horror,Stealth,Artificial Intelligence,Female Protagonist,Multiple Endings,Nonlinear,PvE,+"
Demonheart,"LGBTQ+,Visual Novel,Otome,Female Protagonist,Villain Protagonist,Multiple Endings,Dating Sim,Romance,Dark Humor,Drama,Story Rich,Dark Fantasy,Choose Your Own Adventure,Replay Value,Interactive Fiction,Adventure,Fantasy,Simulation,Demons,Dark,+"
Deathmatch Classic,"Action,FPS,Classic,Multiplayer,Shooter,First-Person,Arena Shooter,Old School,Sci-fi,Competitive,Fast-Paced,Gore,Retro,Co-op,Difficult,1990's,+"
Ocean Rift,"Casual,Adventure,Indie,VR,Underwater,+"
Underworld Adventures,"Adventure,RPG,Action,Action RPG,Walking Simulator,Exploration,CRPG,Dungeon Crawler,Hack and Slash,2D,Pixel Graphics,Colorful,Demons,Magic,Old School,Retro,Fantasy,Combat,Linear,Open World,+"
Yesterday,"Adventure,Point & Click,Mystery,Dark,Escape Room,Puzzle,Comedy,Story Rich,+"
Lucy -The Eternity She Wished For-,"Visual Novel,Anime,Story Rich,Dating Sim,Romance,Cute,Robots,Drama,Multiple Endings,Singleplayer,Simulation,Indie,Great Soundtrack,2D,Sci-fi,Choose Your Own Adventure,Casual,Adventure,Science,Fantasy,+"
Auralux: Constellations,"Strategy,Casual,Indie,RTS,+"
Hammerwatch,"Dungeon Crawler,Indie,RPG,Co-op,Pixel Graphics,Action,Local Co-Op,Online Co-Op,Adventure,Hack and Slash,Retro,Fantasy,Multiplayer,2D,4 Player Local,Top-Down,Singleplayer,Local Multiplayer,Roguelike,Level Editor,+"
